family,tf,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
T_DONCH,1440,1080.0,72.0,0.2916666666666667,0.09722222222222222,-0.39469050110359316,0.9739983671963391,2.5126342443818985,-0.0809023394867836,0.0,-74.30217193756317
T_DONCH_STOP,15,1080.0,1080.0,0.08703703703703704,0.012037037037037037,-3.2532046098769913,-0.08837278242773028,2.457074288364372,-0.4268459847444319,0.0,-15.534895566257012
T_DONCH_STOP,30,1080.0,1080.0,0.16666666666666666,0.019444444444444445,-1.5347080289828439,0.3286670072502129,2.502817364334424,-0.1972321571665816,0.0,-15.126450024325832
T_DONCH_STOP,60,1080.0,1074.0,0.3268156424581006,0.06610800744878957,-0.5525267982716895,0.8010236926775227,2.760837195370739,-0.07664526021108031,0.000931098696461825,-10.746970421014126
T_DONCH_STOP,1440,1080.0,220.0,0.29545454545454547,0.07727272727272727,-0.42165852971611306,0.8363381925320613,2.284583947335048,-0.08076139488184708,0.0,-45.97881584978643
T_EMA_X,15,3672.0,3116.0,0.1392811296534018,0.022143774069319642,-1.7767058714626005,0.22407915952049146,2.218228641301135,-0.16491527482048696,0.00032092426187419767,-16.061544186799303
T_EMA_X,30,3672.0,3027.0,0.2547076313181368,0.057813016187644534,-0.7855528668206081,0.6518584316904532,3.0013466239221307,-0.07548026063886937,0.0019821605550049554,-12.93379480939013
T_EMA_X,60,3672.0,2794.0,0.34824624194702936,0.0898353614889048,-0.46638687018864655,0.9423976150771595,2.9385882510743673,-0.04706679357468602,0.0014316392269148174,-12.419202713714999
T_EMA_X,1440,3672.0,210.0,0.2571428571428571,0.014285714285714285,-0.5218186386596959,0.48696949082895474,2.0294036664802815,-0.10966298754283343,0.0,-85.2162682460211
T_HMA,15,1080.0,921.0,0.05971769815418024,0.004343105320304018,-3.4062931210481033,-0.31439140749618477,1.4281252056815008,-0.48055153874622647,0.0,-16.956271731458823
T_HMA,30,1080.0,897.0,0.11594202898550725,0.005574136008918618,-1.713633980470817,0.07938685914299283,1.519785097575419,-0.23381474638881627,0.0,-15.93159168852064
T_HMA,60,1080.0,869.0,0.2807825086306099,0.05523590333716916,-0.5828795214144429,0.7043678935696853,3.193227338055354,-0.08806524288957007,0.0023014959723820483,-11.183641114710229
T_HMA,1440,1080.0,371.0,0.3450134770889488,0.0889487870619946,-0.42277114924204384,0.8848010198750599,2.2808018408900064,-0.08530732586223166,0.0,-39.337555247190544
T_KELTNER,15,1944.0,1944.0,0.050411522633744855,0.00360082304526749,-2.4848817492566413,-0.4206383442060979,1.3279733016693516,-0.2959807573315629,0.0,-14.777296084136529
T_KELTNER,30,1944.0,1944.0,0.16255144032921812,0.015432098765432098,-1.1284132541995417,0.311587146559739,1.977465577831694,-0.13192126183184882,0.0,-13.509217385541884
T_KELTNER,60,1944.0,1944.0,0.3101851851851852,0.058127572016460904,-0.4716962294783181,0.7165325466389375,2.5497820604168075,-0.05754587739647832,0.0,-10.81444962455662
T_KELTNER,1440,1944.0,100.0,0.21,0.01,-0.5570653621361465,0.4242288339758563,1.1240547479623615,-0.10379595170343237,0.0,-90.50627525049391
T_MTF,15,1728.0,1728.0,0.05324074074074074,0.006944444444444444,-2.8630314407101536,-0.46756824604164204,1.7842012191775996,-0.33650273283274146,0.0,-13.766680806805446
T_MTF,30,1728.0,1709.0,0.17612638970157987,0.038033937975424224,-1.2356524816492356,0.4356069214168341,2.5901314880601123,-0.137487688974943,0.0,-12.175778834616915
T_MTF,60,1728.0,1571.0,0.39338001273074474,0.08402291534054743,-0.2742767618261484,0.9266489508426863,3.1197853432210567,-0.02688941352244001,0.0,-5.201716040640481
T_MTF,1440,1728.0,4.0,0.5,0.5,0.06534874991730028,1.3027400209245217,1.4319421308715787,-0.0017800124769564718,0.0,3.8278721086658014
